timeframe,open_time_utc,close_time_utc,open,high,low,close,range,one_third,level_1,level_2_middle,level_3_high_average,updated_utc
15M,2026-07-11T11:45:00+00:00,2026-07-11T12:00:00+00:00,64200.0000000000,64215.8000000000,64195.4000000000,64215.7000000000,20.4000000000,6.8000000000,64202.2000000000,64209.0000000000,64215.8000000000,2026-07-11T16:12:59.297653+00:00
15M,2026-07-11T12:00:00+00:00,2026-07-11T12:15:00+00:00,64215.8000000000,64235.0000000000,64170.6000000000,64234.3000000000,64.4000000000,21.4666666667,64192.0666666667,64213.5333333333,64235.0000000000,2026-07-11T16:12:59.297653+00:00
15M,2026-07-11T12:15:00+00:00,2026-07-11T12:30:00+00:00,64234.4000000000,64243.4000000000,64180.3000000000,64184.8000000000,63.1000000000,21.0333333333,64201.3333333333,64222.3666666667,64243.4000000000,2026-07-11T17:26:03.805383+00:00
15M,2026-07-11T12:30:00+00:00,2026-07-11T12:45:00+00:00,64184.8000000000,64184.9000000000,64152.7000000000,64157.9000000000,32.2000000000,10.7333333333,64163.4333333333,64174.1666666667,64184.9000000000,2026-07-11T17:26:03.805383+00:00
15M,2026-07-11T12:45:00+00:00,2026-07-11T13:00:00+00:00,64158.0000000000,64204.0000000000,64157.9000000000,64199.9000000000,46.1000000000,15.3666666667,64173.2666666667,64188.6333333333,64204.0000000000,2026-07-11T17:26:03.805383+00:00
15M,2026-07-11T13:00:00+00:00,2026-07-11T13:15:00+00:00,64200.0000000000,64211.9000000000,64182.9000000000,64200.3000000000,29.0000000000,9.6666666667,64192.5666666667,64202.2333333333,64211.9000000000,2026-07-11T17:26:03.805383+00:00
15M,2026-07-11T13:15:00+00:00,2026-07-11T13:30:00+00:00,64200.4000000000,64224.2000000000,64183.7000000000,64211.4000000000,40.5000000000,13.5000000000,64197.2000000000,64210.7000000000,64224.2000000000,2026-07-11T17:26:03.805383+00:00
15M,2026-07-11T13:30:00+00:00,2026-07-11T13:45:00+00:00,64211.3000000000,64276.5000000000,64208.8000000000,64252.9000000000,67.7000000000,22.5666666667,64231.3666666667,64253.9333333333,64276.5000000000,2026-07-11T18:30:16.538761+00:00
15M,2026-07-11T13:45:00+00:00,2026-07-11T14:00:00+00:00,64253.0000000000,64275.6000000000,64250.0000000000,64250.0000000000,25.6000000000,8.5333333333,64258.5333333333,64267.0666666667,64275.6000000000,2026-07-11T18:30:16.538761+00:00
15M,2026-07-11T14:00:00+00:00,2026-07-11T14:15:00+00:00,64250.1000000000,64287.0000000000,64250.0000000000,64278.4000000000,37.0000000000,12.3333333333,64262.3333333333,64274.6666666667,64287.0000000000,2026-07-11T18:30:16.538761+00:00
15M,2026-07-11T14:15:00+00:00,2026-07-11T14:30:00+00:00,64278.5000000000,64460.7000000000,64278.4000000000,64394.4000000000,182.3000000000,60.7666666667,64339.1666666667,64399.9333333333,64460.7000000000,2026-07-11T18:30:16.538761+00:00
15M,2026-07-11T14:30:00+00:00,2026-07-11T14:45:00+00:00,64394.4000000000,64520.2000000000,64394.4000000000,64430.1000000000,125.8000000000,41.9333333333,64436.3333333333,64478.2666666667,64520.2000000000,2026-07-11T18:30:16.538761+00:00
15M,2026-07-11T14:45:00+00:00,2026-07-11T15:00:00+00:00,64429.8000000000,64439.7000000000,64349.4000000000,64360.1000000000,90.3000000000,30.1000000000,64379.5000000000,64409.6000000000,64439.7000000000,2026-07-11T19:47:08.195018+00:00
15M,2026-07-11T15:00:00+00:00,2026-07-11T15:15:00+00:00,64360.2000000000,64500.0000000000,64353.7000000000,64470.3000000000,146.3000000000,48.7666666667,64402.4666666667,64451.2333333333,64500.0000000000,2026-07-11T19:47:08.195018+00:00
15M,2026-07-11T15:15:00+00:00,2026-07-11T15:30:00+00:00,64466.6000000000,64482.1000000000,64415.4000000000,64435.3000000000,66.7000000000,22.2333333333,64437.6333333333,64459.8666666667,64482.1000000000,2026-07-11T19:47:08.195018+00:00
15M,2026-07-11T15:30:00+00:00,2026-07-11T15:45:00+00:00,64435.3000000000,64462.2000000000,63900.0000000000,64103.6000000000,562.2000000000,187.4000000000,64087.4000000000,64274.8000000000,64462.2000000000,2026-07-11T20:33:51.595146+00:00
15M,2026-07-11T15:45:00+00:00,2026-07-11T16:00:00+00:00,64106.1000000000,64199.9000000000,64008.3000000000,64175.2000000000,191.6000000000,63.8666666667,64072.1666666667,64136.0333333333,64199.9000000000,2026-07-11T20:33:51.595146+00:00
15M,2026-07-11T16:00:00+00:00,2026-07-11T16:15:00+00:00,64175.2000000000,64221.7000000000,64087.3000000000,64191.2000000000,134.4000000000,44.8000000000,64132.1000000000,64176.9000000000,64221.7000000000,2026-07-11T20:33:51.595146+00:00
15M,2026-07-11T16:15:00+00:00,2026-07-11T16:30:00+00:00,64191.2000000000,64239.7000000000,64145.7000000000,64222.3000000000,94.0000000000,31.3333333333,64177.0333333333,64208.3666666667,64239.7000000000,2026-07-11T20:33:51.595146+00:00
15M,2026-07-11T16:30:00+00:00,2026-07-11T16:45:00+00:00,64222.3000000000,64279.0000000000,64117.9000000000,64148.1000000000,161.1000000000,53.7000000000,64171.6000000000,64225.3000000000,64279.0000000000,2026-07-11T21:30:32.971904+00:00
15M,2026-07-11T16:45:00+00:00,2026-07-11T17:00:00+00:00,64148.1000000000,64180.0000000000,64107.7000000000,64179.9000000000,72.3000000000,24.1000000000,64131.8000000000,64155.9000000000,64180.0000000000,2026-07-11T21:30:32.971904+00:00
15M,2026-07-11T17:00:00+00:00,2026-07-11T17:15:00+00:00,64180.0000000000,64234.9000000000,64162.1000000000,64206.8000000000,72.8000000000,24.2666666667,64186.3666666667,64210.6333333333,64234.9000000000,2026-07-11T21:30:32.971904+00:00
15M,2026-07-11T17:15:00+00:00,2026-07-11T17:30:00+00:00,64206.2000000000,64307.6000000000,64188.8000000000,64307.5000000000,118.8000000000,39.6000000000,64228.4000000000,64268.0000000000,64307.6000000000,2026-07-11T22:27:55.441163+00:00
15M,2026-07-11T17:30:00+00:00,2026-07-11T17:45:00+00:00,64307.6000000000,64404.7000000000,64307.5000000000,64362.0000000000,97.2000000000,32.4000000000,64339.9000000000,64372.3000000000,64404.7000000000,2026-07-11T22:27:55.441163+00:00
15M,2026-07-11T17:45:00+00:00,2026-07-11T18:00:00+00:00,64362.0000000000,64389.7000000000,64320.3000000000,64323.7000000000,69.4000000000,23.1333333333,64343.4333333333,64366.5666666667,64389.7000000000,2026-07-11T22:27:55.441163+00:00
15M,2026-07-11T18:00:00+00:00,2026-07-11T18:15:00+00:00,64323.4000000000,64347.8000000000,64292.2000000000,64314.7000000000,55.6000000000,18.5333333333,64310.7333333333,64329.2666666667,64347.8000000000,2026-07-11T22:27:55.441163+00:00
15M,2026-07-11T18:15:00+00:00,2026-07-11T18:30:00+00:00,64314.7000000000,64399.4000000000,64314.7000000000,64347.5000000000,84.7000000000,28.2333333333,64342.9333333333,64371.1666666667,64399.4000000000,2026-07-11T22:27:55.441163+00:00
15M,2026-07-11T18:30:00+00:00,2026-07-11T18:45:00+00:00,64347.6000000000,64377.7000000000,64329.2000000000,64365.1000000000,48.5000000000,16.1666666667,64345.3666666667,64361.5333333333,64377.7000000000,2026-07-11T23:33:06.380097+00:00
15M,2026-07-11T18:45:00+00:00,2026-07-11T19:00:00+00:00,64365.1000000000,64365.1000000000,64296.8000000000,64333.8000000000,68.3000000000,22.7666666667,64319.5666666667,64342.3333333333,64365.1000000000,2026-07-11T23:33:06.380097+00:00
15M,2026-07-11T19:00:00+00:00,2026-07-11T19:15:00+00:00,64333.8000000000,64333.8000000000,64292.9000000000,64324.4000000000,40.9000000000,13.6333333333,64306.5333333333,64320.1666666667,64333.8000000000,2026-07-11T23:33:06.380097+00:00
15M,2026-07-11T19:15:00+00:00,2026-07-11T19:30:00+00:00,64324.5000000000,64348.2000000000,64237.7000000000,64237.7000000000,110.5000000000,36.8333333333,64274.5333333333,64311.3666666667,64348.2000000000,2026-07-11T23:33:06.380097+00:00
15M,2026-07-11T19:30:00+00:00,2026-07-11T19:45:00+00:00,64237.7000000000,64287.5000000000,64234.0000000000,64272.4000000000,53.5000000000,17.8333333333,64251.8333333333,64269.6666666667,64287.5000000000,2026-07-11T23:33:06.380097+00:00
15M,2026-07-11T19:45:00+00:00,2026-07-11T20:00:00+00:00,64272.4000000000,64295.2000000000,64264.3000000000,64289.2000000000,30.9000000000,10.3000000000,64274.6000000000,64284.9000000000,64295.2000000000,2026-07-11T23:33:06.380097+00:00
15M,2026-07-11T20:00:00+00:00,2026-07-11T20:15:00+00:00,64289.2000000000,64352.9000000000,64289.1000000000,64324.5000000000,63.8000000000,21.2666666667,64310.3666666667,64331.6333333333,64352.9000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T20:15:00+00:00,2026-07-11T20:30:00+00:00,64324.5000000000,64362.6000000000,64324.4000000000,64354.5000000000,38.2000000000,12.7333333333,64337.1333333333,64349.8666666667,64362.6000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T20:30:00+00:00,2026-07-11T20:45:00+00:00,64354.8000000000,64464.9000000000,64343.1000000000,64417.0000000000,121.8000000000,40.6000000000,64383.7000000000,64424.3000000000,64464.9000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T20:45:00+00:00,2026-07-11T21:00:00+00:00,64418.0000000000,64425.4000000000,64364.7000000000,64385.0000000000,60.7000000000,20.2333333333,64384.9333333333,64405.1666666667,64425.4000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T21:00:00+00:00,2026-07-11T21:15:00+00:00,64385.0000000000,64432.7000000000,64355.2000000000,64355.2000000000,77.5000000000,25.8333333333,64381.0333333333,64406.8666666667,64432.7000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T21:15:00+00:00,2026-07-11T21:30:00+00:00,64355.2000000000,64398.8000000000,64354.0000000000,64368.4000000000,44.8000000000,14.9333333333,64368.9333333333,64383.8666666667,64398.8000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T21:30:00+00:00,2026-07-11T21:45:00+00:00,64368.4000000000,64378.7000000000,64337.3000000000,64353.9000000000,41.4000000000,13.8000000000,64351.1000000000,64364.9000000000,64378.7000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T21:45:00+00:00,2026-07-11T22:00:00+00:00,64354.0000000000,64387.5000000000,64338.2000000000,64355.6000000000,49.3000000000,16.4333333333,64354.6333333333,64371.0666666667,64387.5000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T22:00:00+00:00,2026-07-11T22:15:00+00:00,64355.6000000000,64429.8000000000,64333.1000000000,64360.5000000000,96.7000000000,32.2333333333,64365.3333333333,64397.5666666667,64429.8000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T22:15:00+00:00,2026-07-11T22:30:00+00:00,64360.5000000000,64362.9000000000,64204.9000000000,64245.9000000000,158.0000000000,52.6666666667,64257.5666666667,64310.2333333333,64362.9000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T22:30:00+00:00,2026-07-11T22:45:00+00:00,64250.0000000000,64304.6000000000,64178.1000000000,64210.6000000000,126.5000000000,42.1666666667,64220.2666666667,64262.4333333333,64304.6000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T22:45:00+00:00,2026-07-11T23:00:00+00:00,64210.6000000000,64225.0000000000,64149.0000000000,64200.5000000000,76.0000000000,25.3333333333,64174.3333333333,64199.6666666667,64225.0000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T23:00:00+00:00,2026-07-11T23:15:00+00:00,64200.5000000000,64253.6000000000,64090.9000000000,64138.1000000000,162.7000000000,54.2333333333,64145.1333333333,64199.3666666667,64253.6000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T23:15:00+00:00,2026-07-11T23:30:00+00:00,64138.1000000000,64188.6000000000,63821.3000000000,63932.8000000000,367.3000000000,122.4333333333,63943.7333333333,64066.1666666667,64188.6000000000,2026-07-12T01:11:04.563624+00:00
15M,2026-07-11T23:30:00+00:00,2026-07-11T23:45:00+00:00,63932.8000000000,63967.1000000000,63821.1000000000,63959.2000000000,146.0000000000,48.6666666667,63869.7666666667,63918.4333333333,63967.1000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-11T23:45:00+00:00,2026-07-12T00:00:00+00:00,63959.2000000000,64025.2000000000,63817.2000000000,63817.2000000000,208.0000000000,69.3333333333,63886.5333333333,63955.8666666667,64025.2000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-12T00:00:00+00:00,2026-07-12T00:15:00+00:00,63817.3000000000,63912.0000000000,63785.9000000000,63796.7000000000,126.1000000000,42.0333333333,63827.9333333333,63869.9666666667,63912.0000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-12T00:15:00+00:00,2026-07-12T00:30:00+00:00,63796.7000000000,63908.0000000000,63766.7000000000,63833.1000000000,141.3000000000,47.1000000000,63813.8000000000,63860.9000000000,63908.0000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-12T00:30:00+00:00,2026-07-12T00:45:00+00:00,63832.5000000000,63862.6000000000,63705.1000000000,63795.6000000000,157.5000000000,52.5000000000,63757.6000000000,63810.1000000000,63862.6000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-12T00:45:00+00:00,2026-07-12T01:00:00+00:00,63795.7000000000,63872.3000000000,63764.4000000000,63830.2000000000,107.9000000000,35.9666666667,63800.3666666667,63836.3333333333,63872.3000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-12T01:00:00+00:00,2026-07-12T01:15:00+00:00,63830.2000000000,63989.5000000000,63813.4000000000,63922.6000000000,176.1000000000,58.7000000000,63872.1000000000,63930.8000000000,63989.5000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-12T01:15:00+00:00,2026-07-12T01:30:00+00:00,63920.6000000000,64000.0000000000,63896.7000000000,63943.7000000000,103.3000000000,34.4333333333,63931.1333333333,63965.5666666667,64000.0000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-12T01:30:00+00:00,2026-07-12T01:45:00+00:00,63943.7000000000,64170.9000000000,63928.7000000000,64156.4000000000,242.2000000000,80.7333333333,64009.4333333333,64090.1666666667,64170.9000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-12T01:45:00+00:00,2026-07-12T02:00:00+00:00,64161.6000000000,64170.0000000000,64096.8000000000,64134.4000000000,73.2000000000,24.4000000000,64121.2000000000,64145.6000000000,64170.0000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-12T02:00:00+00:00,2026-07-12T02:15:00+00:00,64134.4000000000,64134.4000000000,64028.9000000000,64058.3000000000,105.5000000000,35.1666666667,64064.0666666667,64099.2333333333,64134.4000000000,2026-07-12T04:43:35.582635+00:00
15M,2026-07-12T02:15:00+00:00,2026-07-12T02:30:00+00:00,64058.3000000000,64135.1000000000,64051.0000000000,64117.3000000000,84.1000000000,28.0333333333,64079.0333333333,64107.0666666667,64135.1000000000,2026-07-12T07:20:11.796774+00:00
15M,2026-07-12T02:30:00+00:00,2026-07-12T02:45:00+00:00,64117.3000000000,64127.7000000000,64070.8000000000,64089.9000000000,56.9000000000,18.9666666667,64089.7666666667,64108.7333333333,64127.7000000000,2026-07-12T07:20:11.796774+00:00
15M,2026-07-12T02:45:00+00:00,2026-07-12T03:00:00+00:00,64089.8000000000,64130.0000000000,64069.6000000000,64084.4000000000,60.4000000000,20.1333333333,64089.7333333333,64109.8666666667,64130.0000000000,2026-07-12T07:20:11.796774+00:00
15M,2026-07-12T03:00:00+00:00,2026-07-12T03:15:00+00:00,64082.7000000000,64134.2000000000,64037.3000000000,64108.4000000000,96.9000000000,32.3000000000,64069.6000000000,64101.9000000000,64134.2000000000,2026-07-12T07:20:11.796774+00:00
15M,2026-07-12T03:15:00+00:00,2026-07-12T03:30:00+00:00,64108.4000000000,64162.0000000000,64108.4000000000,64143.0000000000,53.6000000000,17.8666666667,64126.2666666667,64144.1333333333,64162.0000000000,2026-07-12T07:20:11.796774+00:00
15M,2026-07-12T03:30:00+00:00,2026-07-12T03:45:00+00:00,64143.1000000000,64222.1000000000,64139.6000000000,64179.9000000000,82.5000000000,27.5000000000,64167.1000000000,64194.6000000000,64222.1000000000,2026-07-12T07:20:11.796774+00:00
15M,2026-07-12T03:45:00+00:00,2026-07-12T04:00:00+00:00,64179.8000000000,64228.7000000000,64161.6000000000,64228.6000000000,67.1000000000,22.3666666667,64183.9666666667,64206.3333333333,64228.7000000000,2026-07-12T07:20:11.796774+00:00
15M,2026-07-12T04:00:00+00:00,2026-07-12T04:15:00+00:00,64228.7000000000,64248.2000000000,64176.1000000000,64182.3000000000,72.1000000000,24.0333333333,64200.1333333333,64224.1666666667,64248.2000000000,2026-07-12T07:20:11.796774+00:00
15M,2026-07-12T04:15:00+00:00,2026-07-12T04:30:00+00:00,64182.3000000000,64217.3000000000,64072.7000000000,64080.8000000000,144.6000000000,48.2000000000,64120.9000000000,64169.1000000000,64217.3000000000,2026-07-12T09:28:52.233142+00:00
15M,2026-07-12T04:30:00+00:00,2026-07-12T04:45:00+00:00,64080.8000000000,64084.0000000000,63943.5000000000,64034.6000000000,140.5000000000,46.8333333333,63990.3333333333,64037.1666666667,64084.0000000000,2026-07-12T09:28:52.233142+00:00
15M,2026-07-12T04:45:00+00:00,2026-07-12T05:00:00+00:00,64034.5000000000,64034.6000000000,63958.1000000000,63999.9000000000,76.5000000000,25.5000000000,63983.6000000000,64009.1000000000,64034.6000000000,2026-07-12T09:28:52.233142+00:00
15M,2026-07-12T05:00:00+00:00,2026-07-12T05:15:00+00:00,64000.0000000000,64025.2000000000,63989.7000000000,63995.8000000000,35.5000000000,11.8333333333,64001.5333333333,64013.3666666667,64025.2000000000,2026-07-12T09:28:52.233142+00:00
15M,2026-07-12T05:15:00+00:00,2026-07-12T05:30:00+00:00,63995.9000000000,63995.9000000000,63911.5000000000,63918.3000000000,84.4000000000,28.1333333333,63939.6333333333,63967.7666666667,63995.9000000000,2026-07-12T09:28:52.233142+00:00
15M,2026-07-12T05:30:00+00:00,2026-07-12T05:45:00+00:00,63918.2000000000,63989.2000000000,63910.0000000000,63976.8000000000,79.2000000000,26.4000000000,63936.4000000000,63962.8000000000,63989.2000000000,2026-07-12T09:28:52.233142+00:00
15M,2026-07-12T05:45:00+00:00,2026-07-12T06:00:00+00:00,63976.9000000000,64000.0000000000,63964.6000000000,63964.7000000000,35.4000000000,11.8000000000,63976.4000000000,63988.2000000000,64000.0000000000,2026-07-12T10:57:48.305927+00:00
15M,2026-07-12T06:00:00+00:00,2026-07-12T06:15:00+00:00,63964.7000000000,63964.7000000000,63735.8000000000,63754.4000000000,228.9000000000,76.3000000000,63812.1000000000,63888.4000000000,63964.7000000000,2026-07-12T10:57:48.305927+00:00
15M,2026-07-12T06:15:00+00:00,2026-07-12T06:30:00+00:00,63754.3000000000,63792.1000000000,63643.2000000000,63677.1000000000,148.9000000000,49.6333333333,63692.8333333333,63742.4666666667,63792.1000000000,2026-07-12T10:57:48.305927+00:00
15M,2026-07-12T06:30:00+00:00,2026-07-12T06:45:00+00:00,63677.1000000000,63784.9000000000,63650.0000000000,63782.1000000000,134.9000000000,44.9666666667,63694.9666666667,63739.9333333333,63784.9000000000,2026-07-12T10:57:48.305927+00:00
15M,2026-07-12T06:45:00+00:00,2026-07-12T07:00:00+00:00,63782.0000000000,63814.5000000000,63721.8000000000,63770.3000000000,92.7000000000,30.9000000000,63752.7000000000,63783.6000000000,63814.5000000000,2026-07-12T10:57:48.305927+00:00
15M,2026-07-12T07:00:00+00:00,2026-07-12T07:15:00+00:00,63770.3000000000,63831.5000000000,63741.5000000000,63826.8000000000,90.0000000000,30.0000000000,63771.5000000000,63801.5000000000,63831.5000000000,2026-07-12T12:05:43.059758+00:00
15M,2026-07-12T07:15:00+00:00,2026-07-12T07:30:00+00:00,63826.8000000000,63898.0000000000,63808.8000000000,63866.7000000000,89.2000000000,29.7333333333,63838.5333333333,63868.2666666667,63898.0000000000,2026-07-12T12:05:43.059758+00:00
15M,2026-07-12T07:30:00+00:00,2026-07-12T07:45:00+00:00,63871.9000000000,63896.3000000000,63858.9000000000,63873.4000000000,37.4000000000,12.4666666667,63871.3666666667,63883.8333333333,63896.3000000000,2026-07-12T12:05:43.059758+00:00
15M,2026-07-12T07:45:00+00:00,2026-07-12T08:00:00+00:00,63873.4000000000,63911.5000000000,63856.7000000000,63891.3000000000,54.8000000000,18.2666666667,63874.9666666667,63893.2333333333,63911.5000000000,2026-07-12T12:05:43.059758+00:00
15M,2026-07-12T08:00:00+00:00,2026-07-12T08:15:00+00:00,63891.2000000000,64107.5000000000,63891.2000000000,64053.4000000000,216.3000000000,72.1000000000,63963.3000000000,64035.4000000000,64107.5000000000,2026-07-12T12:05:43.059758+00:00
15M,2026-07-12T08:15:00+00:00,2026-07-12T08:30:00+00:00,64054.5000000000,64099.9000000000,63980.1000000000,63992.7000000000,119.8000000000,39.9333333333,64020.0333333333,64059.9666666667,64099.9000000000,2026-07-12T12:05:43.059758+00:00
15M,2026-07-12T08:30:00+00:00,2026-07-12T08:45:00+00:00,63992.7000000000,64013.7000000000,63992.7000000000,64013.7000000000,21.0000000000,7.0000000000,63999.7000000000,64006.7000000000,64013.7000000000,2026-07-12T12:05:43.059758+00:00
15M,2026-07-12T08:45:00+00:00,2026-07-12T09:00:00+00:00,64013.7000000000,64013.7000000000,63930.4000000000,63984.8000000000,83.3000000000,27.7666666667,63958.1666666667,63985.9333333333,64013.7000000000,2026-07-12T13:59:32.750028+00:00
15M,2026-07-12T09:00:00+00:00,2026-07-12T09:15:00+00:00,63984.9000000000,63993.0000000000,63889.1000000000,63889.1000000000,103.9000000000,34.6333333333,63923.7333333333,63958.3666666667,63993.0000000000,2026-07-12T13:59:32.750028+00:00
15M,2026-07-12T09:15:00+00:00,2026-07-12T09:30:00+00:00,63889.0000000000,63889.1000000000,63774.5000000000,63838.1000000000,114.6000000000,38.2000000000,63812.7000000000,63850.9000000000,63889.1000000000,2026-07-12T13:59:32.750028+00:00
15M,2026-07-12T09:30:00+00:00,2026-07-12T09:45:00+00:00,63838.2000000000,64052.0000000000,63838.1000000000,64010.7000000000,213.9000000000,71.3000000000,63909.4000000000,63980.7000000000,64052.0000000000,2026-07-12T13:59:32.750028+00:00
15M,2026-07-12T09:45:00+00:00,2026-07-12T10:00:00+00:00,64010.7000000000,64021.1000000000,63956.2000000000,63956.2000000000,64.9000000000,21.6333333333,63977.8333333333,63999.4666666667,64021.1000000000,2026-07-12T13:59:32.750028+00:00
15M,2026-07-12T10:00:00+00:00,2026-07-12T10:15:00+00:00,63956.3000000000,63956.3000000000,63896.1000000000,63936.3000000000,60.2000000000,20.0666666667,63916.1666666667,63936.2333333333,63956.3000000000,2026-07-12T15:08:26.315504+00:00
15M,2026-07-12T10:15:00+00:00,2026-07-12T10:30:00+00:00,63936.3000000000,63944.2000000000,63873.3000000000,63873.4000000000,70.9000000000,23.6333333333,63896.9333333333,63920.5666666667,63944.2000000000,2026-07-12T15:08:26.315504+00:00
15M,2026-07-12T10:30:00+00:00,2026-07-12T10:45:00+00:00,63873.4000000000,63909.5000000000,63838.3000000000,63852.6000000000,71.2000000000,23.7333333333,63862.0333333333,63885.7666666667,63909.5000000000,2026-07-12T15:08:26.315504+00:00
15M,2026-07-12T10:45:00+00:00,2026-07-12T11:00:00+00:00,63852.6000000000,63890.6000000000,63832.6000000000,63859.4000000000,58.0000000000,19.3333333333,63851.9333333333,63871.2666666667,63890.6000000000,2026-07-12T15:08:26.315504+00:00
15M,2026-07-12T11:00:00+00:00,2026-07-12T11:15:00+00:00,63859.6000000000,63920.9000000000,63826.0000000000,63848.2000000000,94.9000000000,31.6333333333,63857.6333333333,63889.2666666667,63920.9000000000,2026-07-12T15:08:26.315504+00:00
15M,2026-07-12T11:15:00+00:00,2026-07-12T11:30:00+00:00,63848.2000000000,63921.5000000000,63848.2000000000,63921.5000000000,73.3000000000,24.4333333333,63872.6333333333,63897.0666666667,63921.5000000000,2026-07-12T16:15:25.516800+00:00
15M,2026-07-12T11:30:00+00:00,2026-07-12T11:45:00+00:00,63921.6000000000,64042.8000000000,63921.6000000000,64009.2000000000,121.2000000000,40.4000000000,63962.0000000000,64002.4000000000,64042.8000000000,2026-07-12T16:15:25.516800+00:00
15M,2026-07-12T11:45:00+00:00,2026-07-12T12:00:00+00:00,64009.3000000000,64030.0000000000,63996.1000000000,64025.0000000000,33.9000000000,11.3000000000,64007.4000000000,64018.7000000000,64030.0000000000,2026-07-12T16:15:25.516800+00:00
15M,2026-07-12T12:00:00+00:00,2026-07-12T12:15:00+00:00,64025.1000000000,64136.0000000000,63977.6000000000,64106.4000000000,158.4000000000,52.8000000000,64030.4000000000,64083.2000000000,64136.0000000000,2026-07-12T16:15:25.516800+00:00
15M,2026-07-12T12:15:00+00:00,2026-07-12T12:30:00+00:00,64106.4000000000,64129.0000000000,64026.2000000000,64065.0000000000,102.8000000000,34.2666666667,64060.4666666667,64094.7333333333,64129.0000000000,2026-07-12T17:29:35.636523+00:00
15M,2026-07-12T12:30:00+00:00,2026-07-12T12:45:00+00:00,64065.0000000000,64078.0000000000,64008.2000000000,64028.2000000000,69.8000000000,23.2666666667,64031.4666666667,64054.7333333333,64078.0000000000,2026-07-12T17:29:35.636523+00:00
15M,2026-07-12T12:45:00+00:00,2026-07-12T13:00:00+00:00,64028.2000000000,64061.4000000000,63992.9000000000,64027.0000000000,68.5000000000,22.8333333333,64015.7333333333,64038.5666666667,64061.4000000000,2026-07-12T17:29:35.636523+00:00
15M,2026-07-12T13:00:00+00:00,2026-07-12T13:15:00+00:00,64027.0000000000,64062.1000000000,64004.4000000000,64041.1000000000,57.7000000000,19.2333333333,64023.6333333333,64042.8666666667,64062.1000000000,2026-07-12T17:29:35.636523+00:00
15M,2026-07-12T13:15:00+00:00,2026-07-12T13:30:00+00:00,64041.0000000000,64100.0000000000,64016.1000000000,64044.4000000000,83.9000000000,27.9666666667,64044.0666666667,64072.0333333333,64100.0000000000,2026-07-12T17:29:35.636523+00:00
15M,2026-07-12T13:30:00+00:00,2026-07-12T13:45:00+00:00,64044.5000000000,64087.5000000000,64039.6000000000,64044.1000000000,47.9000000000,15.9666666667,64055.5666666667,64071.5333333333,64087.5000000000,2026-07-12T18:30:40.693561+00:00
15M,2026-07-12T13:45:00+00:00,2026-07-12T14:00:00+00:00,64044.2000000000,64046.7000000000,63998.3000000000,64028.5000000000,48.4000000000,16.1333333333,64014.4333333333,64030.5666666667,64046.7000000000,2026-07-12T18:30:40.693561+00:00
15M,2026-07-12T14:00:00+00:00,2026-07-12T14:15:00+00:00,64028.6000000000,64041.4000000000,63959.7000000000,63978.4000000000,81.7000000000,27.2333333333,63986.9333333333,64014.1666666667,64041.4000000000,2026-07-12T18:30:40.693561+00:00
15M,2026-07-12T14:15:00+00:00,2026-07-12T14:30:00+00:00,63978.4000000000,64000.2000000000,63965.5000000000,64000.1000000000,34.7000000000,11.5666666667,63977.0666666667,63988.6333333333,64000.2000000000,2026-07-12T18:30:40.693561+00:00
15M,2026-07-12T14:30:00+00:00,2026-07-12T14:45:00+00:00,64000.1000000000,64088.3000000000,64000.1000000000,64075.8000000000,88.2000000000,29.4000000000,64029.5000000000,64058.9000000000,64088.3000000000,2026-07-12T19:44:40.698244+00:00
15M,2026-07-12T14:45:00+00:00,2026-07-12T15:00:00+00:00,64075.7000000000,64296.1000000000,64075.0000000000,64209.0000000000,221.1000000000,73.7000000000,64148.7000000000,64222.4000000000,64296.1000000000,2026-07-12T19:44:40.698244+00:00
